Score
176.6012998
177.1254863
177.0611642
176.6012998
176.8741298
176.1083126
176.9188449
176.0392979
177.2264241
175.3608396
175.8827796
177.4124617
176.9758077
176.4348626
177.0340927
177.1210486
177.2081714
176.9990669
176.6683229
176.414495
176.9572689
177.1041864
177.5402842
176.4054102
176.9255758
177.1283675
179.060899
177.1152452
178.0368584
177.6522746
